game_id,trial,choice,reward,penalty,debt
97,6,B,100,0,1500
97,7,D,50,0,1450
97,8,D,50,0,1400
97,9,D,50,0,1350
97,10,D,50,0,1300
98,0,A,100,0,1900
98,1,D,50,0,1850
98,2,B,100,0,1750
98,3,A,100,0,1650
98,4,B,100,0,1550
98,5,D,50,0,1500
98,6,A,100,150,1550
98,7,C,50,0,1500
98,8,B,100,0,1400
98,9,C,50,0,1350
98,10,A,100,0,1250
99,0,D,50,0,1950
99,1,C,50,0,1900
99,2,B,100,0,1800
99,3,B,100,0,1700
99,4,B,100,0,1600
99,5,C,50,0,1550
99,6,B,100,0,1450
99,7,A,100,0,1350
99,8,A,100,0,1250
99,9,B,100,0,1150
99,10,B,100,0,1050
100,0,D,50,0,1950
100,1,B,100,0,1850
100,2,D,50,0,1800
100,3,D,50,0,1750
100,4,D,50,0,1700
100,5,B,100,0,1600
100,6,A,100,0,1500
100,7,D,50,0,1450
100,8,C,50,0,1400
100,9,B,100,0,1300
100,10,C,50,0,1250
